planning_unit_name,LTWPShortName,env_obj,Specific_goal,Objective,Target,state,SWSDLName
Glenn Innes Water Source,NSW Border Rivers,EF1,Refugia,Provide & protect a diversity of refugia across the landscape,Priority ecosystem function,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,EF2,Habitat,"Create quality instream, floodplain and wetland habitat",Priority ecosystem function,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,WB1,All waterbird species,Maintain the number & type of waterbird species,Waterbird,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,Australian smelt,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,carp gudgeon (species complex),Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,flat-headed gudgeon,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,dwarf flat-headed gudgeon,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,bony herring,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,Murray-Darling rainbowfish,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,unspecked hardyhead,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,mountain galaxias (species complex),Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,climbing galaxias,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF2,Stocky galaxias,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF3,southern pygmy perch1,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF3,Murray hardyhead,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF3,olive perchlet,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF3,flathead galaxias,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF3,purple- spotted gudgeon1,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF3,Southern purple-spotted gudgeon,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF4,golden perch,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF4,silver perch,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF4,spangled perch,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF4,Hyrtl-s tandan,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,Murray cod,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,trout cod,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,Macquarie perch,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,northern river blackfish,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,long-finned eel,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,river blackfish,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,two-spined blackfish,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,freshwater catfish (eel-tailed catfish),Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,Murray crayfish,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,southern pygmy perch,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,purple-spotted gudgeon,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,olive perchlet,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF5,Southern purple-spotted gudgeon,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF6,golden perch,A 25% increase in abundance of mature (harvestable sized) golden perch & Murray cod,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF6,Murray cod,A 25% increase in abundance of mature (harvestable sized) golden perch & Murray cod,Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF7,flathead galaxias,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF7,Murray hardyhead,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF7,southern pygmy perch,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF7,olive perchlet,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF7,purple-spotted gudgeon,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF8,trout cod,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF8,Macquarie perch,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
Glenn Innes Water Source,NSW Border Rivers,NF8,freshwater catfish,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Native fish,NSW,NSW Border Rivers
