planning_unit_name,LTWPShortName,env_obj,Objective,Target,state,SWSDLName
Upper Namoi Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Mooki River Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Mooki River Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Mooki River Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Mooki River Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Coxs Creek Water Source,Namoi,WB1,Maintain or increase the extent & maintain or improve the condition of native woodland & shrubland communities on floodplains,Waterbirds,NSW,Namoi
Coxs Creek Water Source,Namoi,WB1,Maintain the number & type of waterbird species,Waterbirds,NSW,Namoi
Coxs Creek Water Source,Namoi,WB2,Increase total waterbird abundance across all functional groups,Waterbirds,NSW,Namoi
Coxs Creek Water Source,Namoi,WB5,Maintain the extent & improve condition of waterbird habitats,Waterbirds,NSW,Namoi
Campaspe River at Reach 2,Campaspe River EWMP,4,Platypus,Other Species,VIC,Campaspe
Campaspe River at Reach 3,Campaspe River EWMP,4,Platypus,Other Species,VIC,Campaspe
Campaspe River at Reach 4,Campaspe River EWMP,4,Platypus,Other Species,VIC,Campaspe
Reach 1: Lake Eildon to Yea River,Goulburn River 2015,4,Macroinvertebrates,Ecosystem Function,VIC,Goulburn
Reach 2: Yea River to Sunday Creek (Seymour),Goulburn River 2015,4,Macroinvertebrates,Ecosystem Function,VIC,Goulburn
Reach 3: Sunday Creek (Seymour) to Goulburn Weir,Goulburn River 2015,4,Macroinvertebrates,Ecosystem Function,VIC,Goulburn
Reach 4: Nagambie (downstream of Goulburn Weir) to Loch Garry,Goulburn River 2015,4,Macroinvertebrates,Ecosystem Function,VIC,Goulburn
Murrumbidgee (MR),ACT,C1 ,Longitudinal connectivity is improved and maintained during all conditions,Ecosystem Function,ACT,Australian Capital Territory (Surface Water)
Murray River - Lock 15 weir pool to Lock 10,Murray Lower Darling,EF3a,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Lower Darling
Carole Creek,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Central Mehi,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Gil Gil Creek,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Lower Gwydir,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Lower Mehi,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Main Gwydir River,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Moomin Creek,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Upper Gingham,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Upper Mehi,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Murray River - Lock 10 to Lock 9,Murray Lower Darling,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Lower Darling
Murray River - Lock 9 to Lock 7,Murray Lower Darling,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Lower Darling
Ballin Boora,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Central Gingham,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Central Lower Gwydir,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Goonal Creek,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Lower Gingham,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Mallowa Creek,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Tarren Creek,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Western Gingham Floodplain,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Western Gwydir Floodplain,Gwydir,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Gwydir
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,EF3b,"Create quality instream, floodplain and wetland habitat",Ecosystem Function,NSW,NSW Border Rivers
Macintyre River floodplain upstream of Boomi River,NSW Border Rivers,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,EF3b,"Create quality instream, floodplain and wetland habitat",Ecosystem Function,NSW,NSW Border Rivers
Macintyre River and Boomi River floodplain,NSW Border Rivers,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,NSW Border Rivers
Moonie River,Intersecting_Streams,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Intersecting Streams
Culgoa River,Intersecting_Streams,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Intersecting Streams
Narran River,Intersecting_Streams,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Intersecting Streams
Warrego River,Intersecting_Streams,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Intersecting Streams
Wee Waa to Barwon River,Namoi,EF3b,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Namoi
Confluence of Macintyre River and Dumaresq River,NSW Border Rivers,EF4,"Create quality instream, floodplain and wetland habitat",Ecosystem Function,NSW,NSW Border Rivers
Murray River - Barmah to Barham,Murray Lower Darling,EF4,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,New South Wales Murray
Murray River - Lock 15 weir pool to Lock 10,Murray Lower Darling,EF4,Provide movement and dispersal opportunities for water dependent biota to complete lifecycles and disperse into new habitats between catchments,Ecosystem Function,NSW,Lower Darling
Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ,ACT,F1,Improved and resilient populations of Two-spined Blackfish,Native Fish,ACT,Australian Capital Territory (Surface Water)
Broken River Reach 1: Lake Nillahcootie to Hollands Creek,Broken River EMWP,G3,Geomorphology,Ecosystem Function,VIC,Broken
Broken River Reach 1: Lake Nillahcootie to Hollands Creek,Broken River EMWP,G3,Invertebrates,Ecosystem Function,VIC,Broken
Broken River Reach 2: Hollands Creek to Caseys Weir,Broken River EMWP,G3,Geomorphology,Ecosystem Function,VIC,Broken
Broken River Reach 2: Hollands Creek to Caseys Weir,Broken River EMWP,G3,Invertebrates,Ecosystem Function,VIC,Broken
Broken River Reach 3: Caseys Weir to the Goulburn River,Broken River EMWP,G3,Geomorphology,Ecosystem Function,VIC,Broken
Broken River Reach 3: Caseys Weir to the Goulburn River,Broken River EMWP,G3,Invertebrates,Ecosystem Function,VIC,Broken
Broken River Reach 1: Lake Nillahcootie to Hollands Creek,Broken River EMWP,IC1,Native vegetation,Native Vegetation,VIC,Broken
Broken River Reach 2: Hollands Creek to Caseys Weir,Broken River EMWP,IC1,Native vegetation,Native Vegetation,VIC,Broken
Broken River Reach 3: Caseys Weir to the Goulburn River,Broken River EMWP,IC1,Native vegetation,Native Vegetation,VIC,Broken
Broken River Reach 1: Lake Nillahcootie to Hollands Creek,Broken River EMWP,MI2,Geomorphology,Ecosystem Function,VIC,Broken
Broken River Reach 1: Lake Nillahcootie to Hollands Creek,Broken River EMWP,MI2,Invertebrates,Ecosystem Function,VIC,Broken
Broken River Reach 2: Hollands Creek to Caseys Weir,Broken River EMWP,MI2,Geomorphology,Ecosystem Function,VIC,Broken
Broken River Reach 2: Hollands Creek to Caseys Weir,Broken River EMWP,MI2,Invertebrates,Ecosystem Function,VIC,Broken
Broken River Reach 3: Caseys Weir to the Goulburn River,Broken River EMWP,MI2,Geomorphology,Ecosystem Function,VIC,Broken
Broken River Reach 3: Caseys Weir to the Goulburn River,Broken River EMWP,MI2,Invertebrates,Ecosystem Function,VIC,Broken
Lake Wetherall,Murray Lower Darling,NF1,No loss of native fish species,Native Fish,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NF10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,Native Fish,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NF2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Native Fish,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NF3,Increase the distribution & abundance of short to moderate-lived floodplain specialist native fish species,Native Fish,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NF4,Improve native fish population structure for moderate to long-lived flow pulse specialist native fish species,Native Fish,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NF5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,Native Fish,NSW,Lower Darling
Lake Wetherall,Murray Lower Darling,NF6,A 25% increase in abundance of mature (harvestable sized) golden perch & Murray cod,Native Fish,NSW,Lower Darling
